loteria,fecha,numero,serie
medellin,2022-07-08 00:00:00,7671,344
medellin,2022-07-01 00:00:00,6320,346
medellin,2022-06-24 00:00:00,5631,247
medellin,2022-06-17 00:00:00,4007,189
medellin,2022-06-10 00:00:00,6451,071
medellin,2022-06-03 00:00:00,5937,315
medellin,2022-05-27 00:00:00,3373,017
medellin,2022-05-20 00:00:00,1427,329
medellin,2022-05-13 00:00:00,0626,086
medellin,2022-05-06 00:00:00,1306,367
medellin,2022-04-29 00:00:00,4915,192
medellin,2022-04-22 00:00:00,2898,196
medellin,2022-04-16 00:00:00,1096,175
medellin,2022-04-08 00:00:00,3729,151
medellin,2022-04-01 00:00:00,3181,231
medellin,2022-03-25 00:00:00,3112,223
medellin,2022-03-18 00:00:00,1677,147
medellin,2022-03-11 00:00:00,3708,121
medellin,2022-03-04 00:00:00,1082,122
medellin,2022-02-25 00:00:00,3306,292
medellin,2022-02-18 00:00:00,6085,170
medellin,2022-02-11 00:00:00,5742,078
medellin,2022-02-04 00:00:00,1341,338
medellin,2022-01-28 00:00:00,2624,207
medellin,2022-01-21 00:00:00,7845,280
medellin,2022-01-14 00:00:00,9747,048
medellin,2022-01-07 00:00:00,3206,036
medellin,2021-12-31 00:00:00,4362,349
medellin,2021-12-24 00:00:00,9832,071
medellin,2021-12-17 00:00:00,7850,142
medellin,2021-12-10 00:00:00,8621,290
medellin,2021-12-03 00:00:00,9978,076
medellin,2021-11-26 00:00:00,4611,325
medellin,2021-11-19 00:00:00,7808,090
medellin,2021-11-12 00:00:00,7611,046
medellin,2021-11-05 00:00:00,8168,208
medellin,2021-10-29 00:00:00,4579,315
medellin,2021-10-22 00:00:00,8228,275
medellin,2021-10-15 00:00:00,3302,197
medellin,2021-10-08 00:00:00,0465,226
medellin,2021-10-01 00:00:00,3535,217
medellin,2021-09-24 00:00:00,3653,301
medellin,2021-09-17 00:00:00,9336,295
medellin,2021-09-10 00:00:00,1447,168
medellin,2021-09-03 00:00:00,8755,169
medellin,2021-08-27 00:00:00,2762,237
medellin,2021-08-20 00:00:00,0861,183
medellin,2021-08-13 00:00:00,2517,120
medellin,2021-08-06 00:00:00,5126,196
medellin,2021-07-30 00:00:00,7516,113
medellin,2021-07-23 00:00:00,7403,354
medellin,2021-07-16 00:00:00,1319,149
medellin,2021-07-09 00:00:00,3356,337
medellin,2021-07-02 00:00:00,1014,351
medellin,2021-06-25 00:00:00,2520,021
medellin,2021-06-18 00:00:00,6418,225
medellin,2021-06-11 00:00:00,8743,296
medellin,2021-06-04 00:00:00,2570,303
medellin,2021-05-28 00:00:00,5741,264
medellin,2021-05-21 00:00:00,3191,030
medellin,2021-05-14 00:00:00,9549,255
medellin,2021-05-07 00:00:00,4807,273
medellin,2021-04-30 00:00:00,1230,114
medellin,2021-04-23 00:00:00,8781,053
medellin,2021-04-16 00:00:00,3169,123
medellin,2021-04-09 00:00:00,3257,153
medellin,2021-04-03 00:00:00,5614,155
medellin,2021-03-26 00:00:00,7707,166
medellin,2021-03-19 00:00:00,3079,223
medellin,2021-03-12 00:00:00,7675,058
medellin,2021-03-05 00:00:00,7109,118
medellin,2021-02-26 00:00:00,6401,072
medellin,2021-02-19 00:00:00,4468,008
medellin,2021-02-12 00:00:00,7403,231
medellin,2021-02-05 00:00:00,0539,320
medellin,2021-01-29 00:00:00,0374,040
medellin,2021-01-22 00:00:00,6059,204
medellin,2021-01-15 00:00:00,7022,226
medellin,2021-01-08 00:00:00,6589,227
medellin,2021-01-02 00:00:00,5455,132
medellin,2020-12-24 00:00:00,1670,299
medellin,2020-12-18 00:00:00,2429,269
medellin,2020-12-11 00:00:00,0549,312
medellin,2020-12-04 00:00:00,6399,245
medellin,2020-11-27 00:00:00,6132,236
medellin,2020-11-20 00:00:00,1495,053
medellin,2020-11-13 00:00:00,3283,146
